Al,Ca,O
-2.773979209470677,-3.2386573271202614,-3.868480974104296
-2.641467123111519,-3.141286180929397,-3.9572976152885464
-2.3359769452716113,-3.0619315652976025,-4.154415338957531
-1.7104438768666992,-2.5384407889734897,-4.577041001967165
-1.0882923729360057,-2.121705618820479,-4.991912223931446
-1.1842530297071703,-2.16623042919569,-4.928962082266751
-1.9185677488399375,-2.714991811855804,-4.436302186884998
-1.3827924463429917,-2.3962201185177068,-4.791464046006126
-1.9782033991184778,-2.7863411086114254,-4.394882339511414
-1.1438944099724355,-2.2347054042476726,-4.95084779078069
-1.7789042966379895,-2.6778921434769027,-4.52646329713775
-1.5513352212992768,-2.486304841169854,-4.680274676420465
-1.011277189750544,-2.068950433955546,-5.043329980936207
-0.24867580942502,-1.57053724717969,-5.551205230972109
-1.071980988285825,-2.1355764788131264,-5.001484105816157
-1.9797978282719768,-2.701181625573654,-4.398357409679612
-1.8891801844409213,-2.7548455531664415,-4.4527651885417106
-2.075619241364613,-2.8407357256513617,-4.3304936698275425
-1.2785549054592564,-2.2990525976581497,-4.862412362398989
-0.5101618273437488,-1.8311403167792608,-5.3723402159918825
-0.4264884399439107,-1.7594411699979766,-5.4289602052329
-0.02991700699911909,-1.4058426245070743,-5.698036823171238
-0.3967889153258288,-1.6505964833339442,-5.453446467447691
-1.0822344099214363,-2.1219822621067426,-4.995723745662423
-0.5578387056728945,-1.8811735191016357,-5.339595176924929
-0.9655510879244842,-2.075794928433156,-5.071849387643318
-1.193594606169901,-2.2989286853112563,-4.916078020494734
-2.0479300822807667,-2.8693458185869485,-4.3464757654102035
-1.1571619672652813,-2.192009350483545,-4.944715441635952
-0.9391539762719221,-2.0293906147759957,-5.090963579932155
-0.19205203763343498,-1.5781352348128956,-5.5865677190703105
-0.4734633283269882,-1.7369049655721462,-5.40047797069758
-1.2105414212446635,-2.2851710840411177,-4.906098853145943
-1.9986468929343706,-2.841726038634546,-4.379055662889632
-2.2493992012153408,-2.9751215409107443,-4.2136649680660625
-2.4093357750426727,-3.034284832854257,-4.109538537651773
-2.409104824348877,-3.0440423802166308,-4.109170846123519
-2.3348821695996325,-3.061511246048332,-4.155128898289794
-1.4435956743886154,-2.356927526170075,-4.75513003841666
-1.2316956889280641,-2.297067538088119,-4.892112133869743
-1.2808076365349443,-2.2590750675407647,-4.863093665409996
-1.0124412839803891,-2.123323606008299,-5.03973301763037
-0.4082008187642247,-1.6710044218095634,-5.445164847461566
-0.6014740817911306,-1.9075903197670372,-5.31064563407839
-0.9338495999319778,-2.0135157313125944,-5.095149232539668
-1.5149570192960296,-2.4471734140449843,-4.705309931744877
-1.6948119987054076,-2.595177099751113,-4.58392764550179
-1.797708224754351,-2.691619739391494,-4.51386462696349
-2.599025839849321,-3.1209771647127833,-3.9851715318865986
-3.305185668751225,-3.6229382392683824,-3.512756846550891
-3.698777002695256,-3.893641329020142,-3.2499253151256204
-4.41295199562116,-4.32072214529057,-2.776389487158185
-4.87585003152816,-4.678212783812437,-2.4652175361368234
-5.04984474444911,-4.76051687986237,-2.350994343973596
-5.339706511668986,-5.029642165778539,-2.1537592654180866
-5.3594577898899765,-4.994851611586006,-2.1431158557096985
-4.632219216888691,-4.563411977869709,-2.625131777274526
-3.8719561568132286,-3.9970636708201996,-3.1351057261142663
-4.063863329687735,-4.110823175334215,-3.0079138535348933
-4.792460557018196,-4.5907859243052975,-2.5224859863277023
-5.567718700465735,-5.135153231739807,-2.004198353232704
-5.235668268183277,-4.9206143559732,-2.225205935504078
-4.809868833863436,-4.608411967794784,-2.510563598662842
-4.1381836817810616,-4.150914182633211,-2.958864630776003
-4.889068025647422,-4.6508634463597565,-2.458308768137957
-4.8897705440154935,-4.706987705383014,-2.4549111639568983
-5.192428924343632,-4.9018304064814755,-2.2535036236918393
-5.366391408711231,-5.070792503210527,-2.1347398390002477
-5.039203386262439,-4.76985817998182,-2.357223554400996
-4.34492166049202,-4.291045614892831,-2.8209179372606803
-3.782659370821257,-3.9727813474875173,-3.1927817132319687
-4.6918512080284485,-4.613645620214946,-2.5848255911680886
-5.467313297078212,-5.07174499627967,-2.0709495677648313
-6.32352243783939,-5.717462335159124,-1.4962007768167471
-6.794575177912871,-6.0438717456001685,-1.1815143404313357
-6.3373821999424695,-5.727624650423344,-1.4869123841587906
-6.879037843315929,-6.070519174758645,-1.1267670028526422
-7.146261473926038,-6.23991623878517,-0.9490785485711781
-6.908796739421537,-6.0988973189298425,-1.10647832404009
-7.253334668218741,-6.21722006363174,-0.8826479087628087
-6.810465988956837,-5.971028160151829,-1.1753119116376909
-7.71710967679558,-6.541634970279392,-0.5726629082591396
-7.0826836367293255,-6.148853179703453,-0.9940257646470869
-7.661152486083665,-6.529475767796745,-0.608644249892067
-8.513963190724649,-7.066553420197894,-0.041759717887174135
-7.964455311146577,-6.793480136703942,-0.4031896041203753
-7.56916060344733,-6.489411528470061,-0.6688530304690509
-7.159557838052397,-6.17524310204282,-0.944084694214654
-7.548180247248252,-6.485298606956423,-0.6823202513060291
-7.2747974692977815,-6.349911648729823,-0.8621086878129898
-8.087550693477,-6.859295963315815,-0.32198116124790443
-7.815688800963576,-6.703955640650015,-0.5018592156072145
-7.036272059237801,-6.110447057855459,-1.0253597147389966
-7.103914288554523,-6.231183191106543,-0.9762837734204834
-7.793128802080934,-6.656547791436415,-0.5186027859127569
-7.052023017615299,-6.175548835555231,-1.0119853316742728
-6.700693704300709,-5.861374172680606,-1.2504130381295204
-6.960759547627063,-6.043991719432169,-1.0765494767259514
-6.878185812227811,-6.031927359849553,-1.1293362759035115
-7.414045488957917,-6.377089938416774,-0.7727321338335911
-8.180007534069858,-6.918008421937988,-0.2604972377880905
-8.062933592669916,-6.863748558640856,-0.3372944567405346
-7.762312855049937,-6.574266511951451,-0.5423960829578581
-7.73671042837775,-6.533203142461018,-0.5607272666187361
-7.991967073808536,-6.819847306533436,-0.3844260082375861
-7.831451636667557,-6.714658097767155,-0.49134045320906067
-7.0281282508944,-6.1337929930583615,-1.0292744392083601
-6.737257920704654,-5.9999515627517015,-1.220026301975918
-6.05318228509307,-5.516539494856268,-1.6775168122514157
-6.316048924943308,-5.707322557874663,-1.5014545627134548
-7.11598195135935,-6.257806040900251,-0.9672608890282927
-7.572980435559485,-6.4934660773306065,-0.6662271076160833
-8.006482604561976,-6.835530556837651,-0.37443287037729717
-7.683157015322295,-6.532903794619475,-0.5945662300138413
-7.234588532595929,-6.262569977371446,-0.8921007358014426
-6.346389943973763,-5.733153680487472,-1.4809322810830192
-6.51776290174525,-5.7990234899747595,-1.3692298967280125
-6.958751118408936,-6.14286080539512,-1.0726143222340871
-7.266128465507403,-6.233327055732877,-0.8737198793120151
-7.696336927990704,-6.5235452552128335,-0.5867346293499327
-7.1258251588074355,-6.239183010347471,-0.9620242859322794
-6.500874702590069,-5.746860241362563,-1.3826415619108745
-6.2888770935582246,-5.61233652805047,-1.523614984105307
-5.8648262430592535,-5.323800336134534,-1.8066226892581276
-5.971387936340396,-5.384370940396349,-1.7361326406457314
-5.546668122572356,-5.172546100953711,-2.015525409312001
-6.11398579687314,-5.577635327353312,-1.6358990241536315
-6.834668474472977,-5.984020878394272,-1.1593423040357898
-6.8730723823544,-6.042399762962488,-1.1320146314491952
-6.720172858577166,-5.880642839889265,-1.2370962739965656
-7.6344711305353785,-6.475730698812822,-0.6283243201848754
-7.656269695936685,-6.520234032076629,-0.6122145244964817
-6.78973132551571,-6.00136290949965,-1.1868109227927277
-7.4122081864490506,-6.324941368814384,-0.7766371969761585
-8.27486403064499,-6.89249687065493,-0.2019305847555369
-8.289398601839926,-6.936106548683078,-0.19045560936777908
-8.118007410794036,-6.925310833737002,-0.2992708729202404
-7.960895517188095,-6.75189337623053,-0.4076266719085436
-7.087342190823193,-6.194703952910107,-0.9886703213663987
-7.871271700734567,-6.690331955308464,-0.4674712623487753
-7.252544149171401,-6.332571777254773,-0.8770760411283376
-7.741725931267936,-6.650037965909369,-0.5514103793487048
-8.216382200761222,-6.956295447075623,-0.2355086575020898
-8.528102040361706,-7.194838896191805,-0.026078050958828303
-7.676360615185311,-6.5351876472975325,-0.5987384904857224
-7.480362408203664,-6.373244481564519,-0.7310501562495532
-7.408533554047879,-6.347154539920427,-0.7777889031713175
-6.942536755072616,-6.054936138563458,-1.0874825868060607
-6.07853646724997,-5.558789151148753,-1.6592799784527166
-6.150813534109801,-5.594017569185312,-1.611777177381425
-6.774422529885141,-5.899052368537841,-1.2018644011363406
-6.201153228222797,-5.571836335275877,-1.5811511197263455
-6.354897154033345,-5.624124540996572,-1.4812976820712256
-6.709656755755384,-5.923481055318269,-1.2414833802298486
-5.812596027588557,-5.28902703736878,-1.841440367385186
-5.583308053955594,-5.217862341038679,-1.989999334749694
-6.314939167158815,-5.587025018006132,-1.508486911833584
-5.534018309618144,-5.086557607245288,-2.0280404750572094
-6.251730724479779,-5.642737327155892,-1.5454758067282508
-5.929361482194326,-5.370951147267285,-1.7633819692184631
-5.678348041313055,-5.206296012530528,-1.9305828337085695
-5.930185183045777,-5.447051738619305,-1.7588564428200726
-6.209537416259516,-5.53693227075641,-1.5776928990989156
-5.316219330765374,-5.032149177822815,-2.1684613264075114
-4.959605555660351,-4.723660392270438,-2.409927330976598
-4.507114808287292,-4.457798125516257,-2.7097037117782237
-5.0838575791036975,-4.906908786744388,-2.321807716461118
-4.710458693200095,-4.6080867467442275,-2.573366067558139
-5.541112611593468,-5.142851686556338,-2.020597017003792
-5.3393420435342085,-4.939471656750809,-2.1587352720836157
-5.9373250531698565,-5.448278980146562,-1.7542824595034296
-5.549549204267709,-5.168788884009631,-2.0139035270277823
-6.286377607347163,-5.6286176876244145,-1.5243367038399809
-6.549639974607317,-5.829874132098654,-1.3474732905980815
-7.333037724850332,-6.321593742095981,-0.8268157846552652
-7.269394581261068,-6.281949829900597,-0.8690979759850834
-7.099047705453501,-6.180795079440377,-0.9820094107298748
-7.42139727567381,-6.338033218426285,-0.7701445169598945
-6.6198649934171625,-5.863961781219543,-1.3013265603433952
-6.143426686360628,-5.5869203945229495,-1.6168160904157638
-5.669356031284273,-5.208461587186315,-1.9361480203238113
-5.375955344972363,-4.978738176615859,-2.133544422761357
-6.015393459006618,-5.4328732116416605,-1.7057869278436275
-6.216903171721634,-5.638603401420031,-1.5676897308773878
-5.852240889013755,-5.34299224495107,-1.8135612334544147
-5.124525265025398,-4.933000529321185,-2.294749612585476
-6.02804790535773,-5.4222311193419985,-1.6983547560586971
-5.337998632382016,-4.941319056101977,-2.159486510740202
-4.7070647835888995,-4.60557228531533,-2.575641929493046
-5.029035087692205,-4.832573252113011,-2.360344844438449
-4.210027213894946,-4.299219431068079,-2.9056842289969778
-3.3296784573628635,-3.6166386772659394,-3.4976192727963
-4.222454575975321,-4.26251221491046,-2.899767327480826
-4.239228586458758,-4.269790085792898,-2.888790169760633
-4.816602236696342,-4.633406921094354,-2.504995399331555
-4.14404039392624,-4.242223293103057,-2.9503599120280044
-3.2392957537938587,-3.5593523509470693,-3.55771815538298
-3.4738932172048322,-3.689659674950104,-3.40269305617589
-4.09866683652067,-4.107583071475934,-2.986103223106633
-3.261827558481321,-3.6320026668496284,-3.539663841059186
-3.7477779858152522,-3.95303892499474,-3.2158511365248548
-4.591229298259331,-4.549232026905556,-2.6517664601438145
-4.260599418644838,-4.32715075808992,-2.8722738193116855
-4.561078474588467,-4.458254799494012,-2.6755973607470733
-4.173372359778323,-4.168003747719922,-2.935740751773168
-4.051754984413123,-4.07680335982442,-3.0173517461035844
-4.810175100892651,-4.626338477372542,-2.5094266663508242
-3.9830928455825982,-4.066028445497567,-3.0612844082242767
-3.747380959159584,-4.008809623186511,-3.2131665902972886
-3.999195229725013,-4.075239064793309,-3.0506297119608705
-4.871743577913378,-4.630048750094044,-2.4703460349313384
-4.015229748189176,-4.083321049558284,-3.0400772800485054
-4.034013434424247,-4.182039070007513,-3.02301821398166
-3.9076639548875916,-4.108363749843386,-3.1066955336976587
-3.429438601790934,-3.661230538326646,-3.432265925733271
-4.308422979097681,-4.3310200560741,-2.841865818079144
-4.345368780877048,-4.322024888285834,-2.819005057365242
-3.705956693280618,-3.958228232775548,-3.241991462979318
-3.143851103258367,-3.5946845760622166,-3.6161393965045994
-4.03744215728095,-4.1675359489135255,-3.021616026971847
-4.469471232131421,-4.3737692285422725,-2.737901175506878
-3.5692193234232508,-3.7849325320246656,-3.3374727334550705
-4.351625137989417,-4.332320068070302,-2.8145118223582473
-3.5935879075982418,-3.8166198315189215,-3.32041429610801
-3.305833572942913,-3.646353456572799,-3.5111152640453818
-3.5583839743184518,-3.7792279024686417,-3.344616355497892
-3.597503608037094,-3.7776080779456307,-3.3199944723346975
-3.8087077924176382,-4.034345358236442,-3.173089867447469
-3.484226364927112,-3.7528001031724276,-3.3928436771816965
-3.8543792299529227,-3.982519488844644,-3.1469724263405414
-3.952033349988065,-4.0882378033358995,-3.0797320181872276
-3.5704176392367555,-3.780935881947612,-3.3369262524190173
-3.3995707380662683,-3.7671721423355016,-3.445553965769436
-2.5793218669122435,-3.1985119587195916,-3.993535367741236
-2.072921445820063,-2.846815777014307,-4.331877537994471
-2.320883746069038,-3.016492081573891,-4.166339437597245
-2.9323440219599632,-3.432243828694516,-3.7582723292913647
-3.3552252363365116,-3.672964201351143,-3.4785199637558275
-3.2849870163993007,-3.59926688335475,-3.526759750979139
-3.7234144599377372,-3.888091659577711,-3.234656903679971
-4.234227676278523,-4.334737248853198,-2.8885303676081335
-4.401784533063844,-4.386449551361194,-2.779983284243299
-4.279333141890825,-4.331939403310499,-2.8601899601447167
-4.60192833276806,-4.449557048275353,-2.6502552266977855
-4.592673815763306,-4.46974510185843,-2.6550376556701005
-3.8563365184530034,-3.966774521115624,-3.1465649266420184
-3.839591092701233,-3.9355810698228533,-3.1587827456059134
-4.117700811115848,-4.123628692823554,-2.9732372590808565
-3.5420142341019334,-3.814904361094856,-3.3530774304437867
-3.332769537581473,-3.6556791923958847,-3.493612247651392
-4.08790879157162,-4.239755635108465,-2.9859413270937942
-3.8766968753373887,-4.000106790810842,-3.1319514238889736
-4.643072774006425,-4.5702965884027735,-2.617914551172112
-5.38938575625761,-5.0204149598917915,-2.122868542829836
-4.549722968832235,-4.52346372845409,-2.6793372102267945
-4.789137780100674,-4.682152587103176,-2.5197758105494072
-3.980982533723448,-4.13162372636463,-3.059164853563369
-3.8782949953281807,-3.969738252961766,-3.1325404290447407
-4.0761151008870575,-4.093197930935788,-3.0011035372194486
-4.262921429722869,-4.271502177568971,-2.873736158658242
-5.0494979930988455,-4.829819009073734,-2.3475658643415858
-5.5915902002283095,-5.2416816070257575,-1.9835148599465546
-6.465100291040859,-5.776036993945169,-1.4037003085428696
-6.548694071671051,-5.7796089370626085,-1.3507162395597256
-6.344974273035033,-5.6673624047818345,-1.485289087765672
-6.123142671889445,-5.532288304352934,-1.632502420090722
-5.37095408653928,-5.063148838128113,-2.1322604459026593
-6.108191820160094,-5.5383185640623385,-1.6416276811982382
-6.725634166605665,-5.97837231508986,-1.2285033702311667
-7.259749688626703,-6.261214005233949,-0.876280846315559
-7.738890313244502,-6.605061466174032,-0.5555684801916817
-6.945339390552759,-6.147147338558636,-1.080859280187277
-6.987612703364587,-6.133290319028473,-1.0548896625971833
-7.539723788930019,-6.423197653297796,-0.6909296435943149
-8.3307681161036,-6.95323836223513,-0.16342582069850856
-7.802645819933488,-6.662104182419897,-0.5122995961646446
-7.465039649527401,-6.48693654001248,-0.7347438954951957
-7.411350048781257,-6.396856048832061,-0.773394195502256
-7.565306891440183,-6.464899982042834,-0.6725770352328931
-7.711647632437228,-6.631579894682198,-0.5713786770958457
-8.036775448810607,-6.847145412105969,-0.35468923952193393
-7.133920295192931,-6.228090326517631,-0.9574953936798526
-6.9542068159441355,-6.055683869246798,-1.0800726677986097
-6.496318802079086,-5.731775417165147,-1.3863129108755692
-6.059963749525149,-5.4153593005164735,-1.6785590554700913
-5.429238384539061,-5.022893731033832,-2.097568000170918
-5.718493399674811,-5.31745041055037,-1.899377639057995
-5.043032637674358,-4.751281679913174,-2.355782790354975
-5.167612842174613,-4.91069238380674,-2.268710518886732
-4.8131265359182525,-4.628923445565966,-2.5074265511665796
-4.823629180481842,-4.6361395448604,-2.5004135072688154
-5.132700759216921,-4.9093945357049416,-2.290828563286422
-5.298943879118182,-5.022778158825694,-2.1798653495003224
-4.441801652767473,-4.465609352031623,-2.7505430086057214
-5.197420581055872,-4.876154574236868,-2.25170235799172
-5.789206106488858,-5.314848131690213,-1.8548539441680787
-5.495269262587546,-5.115889560159705,-2.050969770396829
-5.207355049194423,-4.912579290234922,-2.2435108667464214
-4.653896084440219,-4.548794084672675,-2.6122104868839315
-4.226444471559101,-4.302769040334783,-2.8951286131424214
-4.216962637019886,-4.274500900481417,-2.9026049370542077
-4.153280651698088,-4.234476217922429,-2.9449317005500273
-4.957121864482678,-4.749552151303429,-2.4101332538765496
-5.484109339515378,-5.167427511565162,-2.055305619105279
-5.3114111837430125,-4.965658534496758,-2.174997558386163
-6.018965346438554,-5.441394757765022,-1.703082496511702
-6.816272244954674,-6.028350385124363,-1.168627843377345
-7.402994071101299,-6.4283220167699335,-0.7770155515139202
-7.554562397245972,-6.432068133482389,-0.6810910235955762
-7.121593343826454,-6.132610704564869,-0.9703060799088252
-6.4394908790637295,-5.8120600610121915,-1.4179787231038454
-5.584713983513811,-5.1061814753471095,-1.994989319538798
-5.704800465400961,-5.263158057864229,-1.9108833003196972
-6.346301777668179,-5.61417322562491,-1.4872500942687863
-6.956640184286507,-6.076248949564338,-1.0774534309340835
-7.111090488331698,-6.127207056695838,-0.977223864845989
-7.54189033830907,-6.447999281134642,-0.6882559477845533
-7.874014167218043,-6.755645129571717,-0.4623016427664091
-7.157852533757176,-6.226263057495536,-0.9424764676930713
-7.55662602118714,-6.535386296772644,-0.6743498840911408
-6.931857259858048,-6.032754502849647,-1.0953949856633567
-6.680530679212543,-5.895832947017202,-1.261333960588541
-7.307637522539456,-6.3312457806453954,-0.8423500156647968
-7.230728724385625,-6.225894791205117,-0.8964687823640728
-6.805358553137979,-6.044150850060768,-1.1746890979491305
-7.721635771776343,-6.6399307572800925,-0.5646308594817784
-7.311088691486481,-6.291026995814939,-0.8422871081630152
-7.55126610663409,-6.487044495027903,-0.6802793986375273
-6.694880408395811,-5.949839006694243,-1.2494285495424224
-7.455633873425779,-6.445005206211817,-0.7428912979699384
-7.8253340471459465,-6.731943789227726,-0.49429442072478547
-7.03825833321383,-6.156400202715554,-1.0216866393404471
-6.430678685435194,-5.684170511990436,-1.430275347975644
-7.244401212380431,-6.276857433917592,-0.8851512824351175
-6.7405864839756715,-5.940971773821249,-1.2210282509063524
-6.935202768663804,-6.034688121388956,-1.0931802633366001
-7.847390787263147,-6.6947393123064245,-0.4823219783834634
-8.215940072566482,-6.888048656562666,-0.2393798327047126
-7.62074550110473,-6.4570135487318785,-0.637978251934809
-7.991001555938892,-6.758369523447223,-0.3882714817913724
-7.762720615189582,-6.64992924734219,-0.5381563010069912
-7.145971927631355,-6.205504557111894,-0.9510725610558863
-7.218578425559922,-6.3040877180583905,-0.9000272381038184
